
Due to MODULEPATH changes, the following have been reloaded:
  1) mii/1.1.1

/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpiexec
/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpirun
Number of Vertices for coarse grid 2253001
Number of Vertices for fine mesh in process  0  115384
2	
	-111111	  3	
order of input  2
order of output  3
Mean of Gaussian  0
Sd of Gaussian  0.3
   Priority=2327090 Nice=0 Account=def-asarkar QOS=normal
   JobState=COMPLETED Reason=None Dependency=(null)
   Requeue=0 Restarts=0 BatchFlag=1 Reboot=0 ExitCode=0:0
   RunTime=00:04:33 TimeLimit=00:15:00 TimeMin=N/A
   SubmitTime=2022-02-15T05:45:03 EligibleTime=2022-02-15T05:45:03
   AccrueTime=2022-02-15T05:45:03
   StartTime=2022-02-15T05:46:23 EndTime=2022-02-15T05:50:56 Deadline=N/A
   SuspendTime=None SecsPreSuspend=0 LastSchedEval=2022-02-15T05:46:23
   Partition=compute AllocNode:Sid=nia-login06:439626
   ReqNodeList=(null) ExcNodeList=(null)
   NodeList=nia[0042,0107]
   BatchHost=nia0042
   NumNodes=2 NumCPUs=160 NumTasks=80 CPUs/Task=1 ReqB:S:C:T=0:0:*:*
   TRES=cpu=160,mem=350000M,node=2,billing=80
   Socks/Node=* NtasksPerN:B:S:C=40:0:*:* CoreSpec=*
   MinCPUsNode=40 MinMemoryNode=175000M MinTmpDiskNode=0
   Features=[skylake|cascade] DelayBoot=00:00:00
   OverSubscribe=NO Contiguous=0 Licenses=(null) Network=(null)
   Command=/gpfs/fs0/scratch/a/asarkar/sudhipv/sto_poisson/strong/runff_niagara_ss.sh
   WorkDir=/gpfs/fs0/scratch/a/asarkar/sudhipv/sto_poisson/strong
   StdErr=/gpfs/fs0/scratch/a/asarkar/sudhipv/sto_poisson/strong/ss_2L_poisson_asm-6917361.out
   StdIn=/dev/null
   StdOut=/gpfs/fs0/scratch/a/asarkar/sudhipv/sto_poisson/strong/ss_2L_poisson_asm-6917361.out
   Power=
   MailUser=sudhipv@cmail.carleton.ca MailType=BEGIN,END,FAIL,REQUEUE,STAGE_OUT

sacct -j 6917361
       JobID    JobName    Account    Elapsed  MaxVMSize     MaxRSS  SystemCPU    UserCPU ExitCode 
------------ ---------- ---------- ---------- ---------- ---------- ---------- ---------- -------- 
6917361      ss_2L_poi+ def-asark+   00:04:33                        03:21.870   05:12:42      0:0 
6917361.bat+      batch def-asark+   00:04:33 135445776K 113099880K  01:40.920   02:36:38      0:0 
6917361.ext+     extern def-asark+   00:04:33    138360K      1060K   00:00:00  00:00.001      0:0 
6917361.0         orted def-asark+   00:00:13    395240K      2956K  00:00.150  00:00.133      0:0 
6917361.1         orted def-asark+   00:04:03 135003080K 113249576K  01:40.799   02:36:03      0:0 

kernel messages produced during job executions:
[Feb15 05:05] mlx5_core 0000:06:00.0: mlx5_core_get_rsc:63:(pid 0): Async event for bogus resource 0x2e99d
